
[INFO] Beginning of search
[INFO] [Search] Parsing (test_verification_node, test_verification_node.py)
[INFO] [Search] Parsing (test_verification_straight_road, test_verification_straight_road.py)
[INFO] [Search] Parsing (test_notebook_demos, test_notebook_demos.py)
[INFO] [Search] Parsing (test_verification_sioux_falls, test_verification_sioux_falls.py)
[INFO] [Search] Parsing (test_optional_functions_python313, test_optional_functions_python313.py)
[INFO] [Search] Parsing (test_other_functions, test_other_functions.py)
[INFO] [Search] Parsing (test_verification_route_choice, test_verification_route_choice.py)
[INFO] [Search] Parsing (test_verification_exceptional, test_verification_exceptional.py)
[INFO] [Search] Parsing (test_examples, test_examples.py)
[INFO] [Search] Parsing (test_verification_dta_solvers, test_verification_dta_solvers.py)
[INFO] [Search] Parsing (test_result_gui_viewer, test_result_gui_viewer.py)
[INFO] [Search] Parsing (test_verification_multilane, test_verification_multilane.py)
[INFO] [Search] Parsing (test_notebook_demos_extra, test_notebook_demos_extra.py)
[INFO] [Search] Parsing (test_verification_taxi, test_verification_taxi.py)
[INFO] [Search] Parsing (example_12en_signal_4legged_intersection_Deep_Reinforcement_Learning_pytorch_control, example_12en_signal_4legged_intersection_Deep_Reinforcement_Learning_pytorch_control.py)
[INFO] [Search] Parsing (example_21en_modal_share_private_car_and_carsharing, example_21en_modal_share_private_car_and_carsharing.py)
[INFO] [Search] Parsing (example_10en_signal_4legged_intersection, example_10en_signal_4legged_intersection.py)
[INFO] [Search] Parsing (example_02jp_bottleneck, example_02jp_bottleneck.py)
[INFO] [Search] Parsing (example_03jp_data_loading_sioux_falls_network, example_03jp_data_loading_sioux_falls_network.py)
[INFO] [Search] Parsing (example_26en_dynamic_traffic_assignment_DUO_DUE_DSO, example_26en_dynamic_traffic_assignment_DUO_DUE_DSO.py)
[INFO] [Search] Parsing (example_11en_signal_4legged_intersection_reactive_control, example_11en_signal_4legged_intersection_reactive_control.py)
[INFO] [Search] Parsing (example_16en_import_from_OpenStreetMap, example_16en_import_from_OpenStreetMap.py)
[INFO] [Search] Parsing (example_01jp_basic, example_01jp_basic.py)
[INFO] [Search] Parsing (example_20en_taxi_or_shared_mobility, example_20en_taxi_or_shared_mobility.py)
[INFO] [Search] Parsing (example_23en_huge_scale_simlation_at_Chicago, example_23en_huge_scale_simlation_at_Chicago.py)
[INFO] [Search] Parsing (example_15jp_4phase_signal_japanese_style, example_15jp_4phase_signal_japanese_style.py)
[INFO] [Search] Parsing (example_09en_congestion_pricing_highway_toll, example_09en_congestion_pricing_highway_toll.py)
[INFO] [Search] Parsing (example_24en_user_defined_functions, example_24en_user_defined_functions.py)
[INFO] [Search] Parsing (example_06jp_dynamic_parameter_change, example_06jp_dynamic_parameter_change.py)
[INFO] [Search] Parsing (example_17en_result_GUI_viewer_sioux_falls, example_17en_result_GUI_viewer_sioux_falls.py)
[INFO] [Search] Parsing (example_27en_interactive_simulation_by_streamlit, example_27en_interactive_simulation_by_streamlit.py)
[INFO] [Search] Parsing (example_07en_signal, example_07en_signal.py)
[INFO] [Search] Parsing (example_19en_multilane_link, example_19en_multilane_link.py)
[INFO] [Search] Parsing (example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch, example_14en_multiple_signals_Deep_Reinforcement_Learning_pytorch.py)
[INFO] [Search] Parsing (example_27jp_interactive_simulation_by_streamlit, example_27jp_interactive_simulation_by_streamlit.py)
[INFO] [Search] Parsing (example_02en_bottleneck, example_02en_bottleneck.py)
[INFO] [Search] Parsing (example_18en_result_GUI_viewer_grid, example_18en_result_GUI_viewer_grid.py)
[INFO] [Search] Parsing (example_04en_automatic_network_generation, example_04en_automatic_network_generation.py)
[INFO] [Search] Parsing (example_08en_signal_reactive_control, example_08en_signal_reactive_control.py)
[INFO] [Search] Parsing (example_01en_basic, example_01en_basic.py)
[INFO] [Search] Parsing (example_08jp_signal_reactive_control, example_08jp_signal_reactive_control.py)
[INFO] [Search] Parsing (example_06en_dynamic_parameter_change, example_06en_dynamic_parameter_change.py)
[INFO] [Search] Parsing (example_07jp_signal, example_07jp_signal.py)
[INFO] [Search] Parsing (example_00en_simple, example_00en_simple.py)
[INFO] [Search] Parsing (example_13en_multiple_signals, example_13en_multiple_signals.py)
[INFO] [Search] Parsing (example_03en_data_loading_sioux_falls_network, example_03en_data_loading_sioux_falls_network.py)
[INFO] [Search] Parsing (example_04jp_automatic_network_generation, example_04jp_automatic_network_generation.py)
[INFO] [Search] Parsing (example_05en_gridlock_and_prevention, example_05en_gridlock_and_prevention.py)
[INFO] [Search] Parsing (example_05jp_gridlock_and_prevention, example_05jp_gridlock_and_prevention.py)
[INFO] [Search] Parsing (uxsim.utils, utils.py)
[INFO] [Search] Parsing (uxsim.analyzer, analyzer.py)
[INFO] [Search] Parsing (uxsim.__init__, __init__.py)
[INFO] [Search] Parsing (uxsim.scenario_reader_writer, scenario_reader_writer.py)
[INFO] [Search] Parsing (uxsim.uxsim, uxsim.py)
[INFO] [Search] Parsing (uxsim.OSMImporter.OSMImporter, OSMImporter.py)
[INFO] [Search] Parsing (uxsim.OSMImporter.__init__, __init__.py)
[INFO] [Search] Parsing (uxsim.ResultGUIViewer.__init__, __init__.py)
[INFO] [Search] Parsing (uxsim.ResultGUIViewer.ResultGUIViewer, ResultGUIViewer.py)
[INFO] [Search] Parsing (uxsim.OSMImporter2.__init__, __init__.py)
[INFO] [Search] Parsing (uxsim.OSMImporter2.OSMImporter2, OSMImporter2.py)
[INFO] [Search] Parsing (uxsim.DTAsolvers.__init__, __init__.py)
[INFO] [Search] Parsing (uxsim.DTAsolvers.DTAsolvers, DTAsolvers.py)
[INFO] [Search] Parsing (uxsim.Utilities.Utilities, Utilities.py)
[INFO] [Search] Parsing (uxsim.Utilities.__init__, __init__.py)
[INFO] [Search] Parsing (uxsim.TaxiHandler.TaxiHandler, TaxiHandler.py)
[INFO] [Search] Parsing (uxsim.TaxiHandler.__init__, __init__.py)
[INFO] [Search] Parsing (uxsim.files.__init__, __init__.py)
[INFO] End of search
[INFO] External activated

[INFO] Beginning of Call resolution
[INFO] [Call] Resolving 1/8348: (STATE: ++known++, uxsim.Utilities.Utilities, generate_grid_network) --> (STATE: ++unknown-component++, ++unknown-component++, W.addLink)
[INFO] [Call] Resolving 2/8348: (STATE: ++known++, test_verification_node, test_merge_fair_nocongestion) --> (STATE: ++unknown-component++, ++unknown-component++, W.addNode)
[INFO] [Call] Resolving 3/8348: (STATE: ++known++, uxsim.TaxiHandler.TaxiHandler, print_stats) --> (STATE: ++unknown-component++, ++unknown-component++, len)
[INFO] [Call] Resolving 4/8348: (STATE: ++known++, test_verification_multilane, test_4phase_signal_jpstyle_straight_2lane) --> (STATE: ++unknown-component++, ++unknown-component++, World)
[INFO] [Call] Resolving 5/8348: (STATE: ++known++, test_verification_multilane, test_straight_2link_2lane_to_3lane) --> (STATE: ++unknown-component++, ++unknown-component++, equal_tolerance)
[INFO] [Call] Resolving 6/8348: (STATE: ++known++, test_verification_taxi, test_taxi_small_scale) --> (STATE: ++unknown-component++, ++unknown-component++, W.addLink)
[INFO] [Call] Resolving 7/8348: (STATE: ++known++, example_15jp_4phase_signal_japanese_style, create_World) --> (STATE: ++unknown-component++, ++unknown-component++, W.addNode)
[INFO] [Call] Resolving 8/8348: (STATE: ++known++, uxsim.analyzer, flip) --> (STATE: ++unknown-component++, ++unknown-component++, catch_exceptions_and_warn)
[INFO] [Call] Resolving 9/8348: (STATE: ++known++, uxsim.TaxiHandler.TaxiHandler, print_stats) --> (STATE: ++unknown-component++, ++unknown-component++, print)
[INFO] [Call] Resolving 10/8348: (STATE: ++known++, test_verification_node, test_merge_fair_nocongestion) --> (STATE: ++unknown-component++, ++unknown-component++, W.addNode)
[INFO] [Call] Resolving 11/8348: (STATE: ++known++, test_verification_multilane, test_4phase_signal_jpstyle_straight_2lane) --> (STATE: ++unknown-component++, ++unknown-component++, W.addNode)
[INFO] [Call] Resolving 12/8348: (STATE: ++known++, test_verification_taxi, test_taxi_small_scale) --> (STATE: ++unknown-component++, ++unknown-component++, W.addLink)
[INFO] [Call] Resolving 13/8348: (STATE: ++known++, uxsim.analyzer, flip) --> (STATE: ++unknown-component++, ++unknown-component++, int)
[INFO] [Call] Resolving 14/8348: (STATE: ++known++, test_verification_multilane, test_merge_saturated) --> (STATE: ++unknown-component++, ++unknown-component++, W.addLink)
[INFO] [Call] Resolving 15/8348: (STATE: ++known++, example_15jp_4phase_signal_japanese_style, create_World) --> (STATE: ++unknown-component++, ++unknown-component++, W.addLink)
[INFO] [Call] Resolving 16/8348: (STATE: ++known++, test_verification_multilane, test_straight_2link_2lane_to_3lane) --> (STATE: ++unknown-component++, ++unknown-component++, link1.v_mat.link1.v_mat.mean)
[INFO] [Call] Resolving 17/8348: (STATE: ++known++, uxsim.Utilities.Utilities, generate_grid_network) --> (STATE: ++unknown-component++, ++unknown-component++, W.addLink)
[INFO] [Call] Resolving 18/8348: (STATE: ++known++, test_verification_node, test_merge_fair_nocongestion) --> (STATE: ++unknown-component++, ++unknown-component++, W.addLink)
[INFO] [Call] Resolving 19/8348: (STATE: ++known++, uxsim.TaxiHandler.TaxiHandler, print_stats) --> (STATE: ++unknown-component++, ++unknown-component++, len)
[INFO] [Call] Resolving 20/8348: (STATE: ++known++, test_verification_multilane, test_4phase_signal_jpstyle_straight_2lane) --> (STATE: ++unknown-component++, ++unknown-component++, W.addNode)
[INFO] [Call] Resolving 21/8348: (STATE: ++known++, test_verification_multilane, test_straight_2link_2lane_to_3lane) --> (STATE: ++unknown-component++, ++unknown-component++, equal_tolerance)
[INFO] [Call] Resolving 22/8348: (STATE: ++known++, uxsim.analyzer, flip) --> (STATE: ++unknown-component++, ++unknown-component++, int)
[INFO] [Call] Resolving 23/8348: (STATE: ++known++, example_15jp_4phase_signal_japanese_style, create_World) --> (STATE: ++unknown-component++, ++unknown-component++, W.addLink)
[INFO] [Call] Resolving 24/8348: (STATE: ++known++, test_verification_node, test_merge_fair_nocongestion) --> (STATE: ++unknown-component++, ++unknown-component++, W.addLink)
[INFO] [Call] Resolving 25/8348: (STATE: ++known++, test_verification_taxi, test_taxi_small_scale) --> (STATE: ++unknown-component++, ++unknown-component++, W.addVehicle)
[INFO] [Call] Resolving 26/8348: (STATE: ++known++, uxsim.TaxiHandler.TaxiHandler, print_stats) --> (STATE: ++unknown-component++, ++unknown-component++, sum)
[INFO] [Call] Resolving 27/8348: (STATE: ++known++, test_verification_multilane, test_4phase_signal_jpstyle_straight_2lane) --> (STATE: ++unknown-component++, ++unknown-component++, W.addNode)
[INFO] [Call] Resolving 28/8348: (STATE: ++known++, uxsim.Utilities.Utilities, enumerate_k_shortest_routes) --> (STATE: ++unknown-component++, ++unknown-component++, nx.DiGraph)
[INFO] [Call] Resolving 29/8348: (STATE: ++known++, uxsim.analyzer, flip) --> (STATE: ++unknown-component++, ++unknown-component++, img.save)
[INFO] [Call] Resolving 30/8348: (STATE: ++known++, test_verification_multilane, test_merge_saturated) --> (STATE: ++unknown-component++, ++unknown-component++, W.addLink)
[INFO] [Call] Resolving 31/8348: (STATE: ++known++, example_15jp_4phase_signal_japanese_style, create_World) --> (STATE: ++unknown-component++, ++unknown-component++, W.addLink)
[INFO] [Call] Resolving 32/8348: (STATE: ++known++, test_verification_multilane, test_straight_2link_2lane_to_3lane) --> (STATE: ++unknown-component++, ++unknown-component++, link1.k_mat.link1.k_mat.mean)
[INFO] [Call] Resolving 33/8348: (STATE: ++known++, test_verification_node, test_merge_fair_nocongestion) --> (STATE: ++unknown-component++, ++unknown-component++, W.addLink)
[INFO] [Call] Resolving 34/8348: (STATE: ++known++, uxsim.TaxiHandler.TaxiHandler, print_stats) --> (STATE: ++unknown-component++, ++unknown-component++, len)
[INFO] [Call] Resolving 35/8348: (STATE: ++known++, test_verification_multilane, test_4phase_signal_jpstyle_straight_2lane) --> (STATE: ++unknown-component++, ++unknown-component++, W.addNode)
[INFO] [Call] Resolving 36/8348: (STATE: ++known++, test_verification_multilane, test_straight_2link_2lane_to_3lane) --> (STATE: ++unknown-component++, ++unknown-component++, equal_tolerance)
[INFO] [Call] Resolving 37/8348: (STATE: ++known++, example_15jp_4phase_signal_japanese_style, create_World) --> (STATE: ++unknown-component++, ++unknown-component++, W.addLink)
[INFO] [Call] Resolving 38/8348: (STATE: ++known++, uxsim.analyzer, flip) --> (STATE: ++unknown-component++, ++unknown-component++, img.save)
