callerfilename,callermodule,callerfunction,calleefilename,calleemodule,calleefunction
./apps/matplotlib/lib/matplotlib/tests/test_image.py,matplotlib.tests.test_image,test_interp_nearest_vs_none,./apps/matplotlib/lib/matplotlib/spines.py,matplotlib.spines,ax2.set_title
./apps/matplotlib/galleries/examples/showcase/mandelbrot.py,mandelbrot,mandelbrot_set,++unknown-component++,++unknown-component++,np.log
./apps/matplotlib/lib/matplotlib/colorizer.py,matplotlib.colorizer,_format_cursor_data_override,++imported++,numpy,isinstance
./apps/matplotlib/lib/matplotlib/tests/test_backends_interactive.py,matplotlib.tests.test_backends_interactive,_get_available_interactive_backends,./apps/matplotlib/lib/matplotlib/backends/backend_webagg.py,matplotlib.backends.backend_webagg,env.env.startswith
./apps/matplotlib/lib/matplotlib/tests/test_datetime.py,matplotlib.tests.test_datetime,test_scatter,./apps/matplotlib/lib/matplotlib/spines.py,matplotlib.spines,axs.axs.scatter
./apps/matplotlib/lib/matplotlib/tests/test_api.py,matplotlib.tests.test_api,func2,./apps/matplotlib/lib/matplotlib/widgets.py,matplotlib.widgets,pytest.warns
./apps/matplotlib/lib/mpl_toolkits/mplot3d/axes3d.py,matplotlib.mplot3d.axes3d,as_cardan_angles,./apps/matplotlib/lib/matplotlib/path.py,matplotlib.path,np.arctan2
./apps/matplotlib/lib/mpl_toolkits/axisartist/tests/test_axislines.py,matplotlib.tests.test_axislines,test_subplotzero_ylabel,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,plt.figure
./apps/matplotlib/lib/matplotlib/ticker.py,matplotlib.ticker,__init__,./apps/matplotlib/lib/matplotlib/tests/test_cbook.py,matplotlib.tests.test_cbook,_api.check_shape
./apps/matplotlib/lib/matplotlib/tests/test_image.py,matplotlib.tests.test_image,test_interp_nearest_vs_none,./apps/matplotlib/lib/matplotlib/testing/decorators.py,matplotlib.testing.decorators,image_comparison
./apps/matplotlib/lib/matplotlib/backends/backend_pgf.py,matplotlib.backends.backend_pgf,_escape_and_apply_props,./apps/matplotlib/lib/matplotlib/cbook.py,matplotlib.cbook,join
./apps/matplotlib/lib/matplotlib/tests/test_ticker.py,matplotlib.tests.test_ticker,test_minor_vs_major,./apps/matplotlib/lib/matplotlib/ticker.py,matplotlib.ticker.Locator,mticker.LogitLocator
./apps/matplotlib/lib/matplotlib/tests/test_skew.py,matplotlib.tests.test_skew,draw,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,self.label1.set_visible
./apps/matplotlib/lib/matplotlib/projections/polar.py,matplotlib.projections.polar,update_position,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,self.tick1line.get_marker
./apps/matplotlib/galleries/examples/pie_and_polar_charts/nested_pie.py,nested_pie,func,./apps/matplotlib/galleries/examples/mplot3d/intersecting_planes.py,intersecting_planes,cmap
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_unautoscale,./apps/matplotlib/galleries/examples/axisartist/demo_curvelinear_grid.py,demo_curvelinear_grid,getattr
./apps/matplotlib/lib/matplotlib/tests/test_api.py,matplotlib.tests.test_api,func2,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,func
./apps/matplotlib/lib/matplotlib/tests/test_offsetbox.py,matplotlib.tests.test_offsetbox,test_packers,./apps/matplotlib/lib/matplotlib/pyplot.py,matplotlib.pyplot,assert_allclose
./apps/matplotlib/lib/matplotlib/sankey.py,matplotlib.sankey,_get_angle,./apps/matplotlib/galleries/examples/axisartist/demo_curvelinear_grid.py,demo_curvelinear_grid,translate
./apps/matplotlib/lib/matplotlib/bezier.py,matplotlib.bezier,axis_aligned_extrema,++unknown-component++,++unknown-component++,np.concatenate
./apps/matplotlib/lib/matplotlib/tests/test_datetime.py,matplotlib.tests.test_datetime,test_scatter,./apps/matplotlib/lib/matplotlib/spines.py,matplotlib.spines,axs.axs.get_xticklabels
./apps/matplotlib/lib/matplotlib/tests/test_skew.py,matplotlib.tests.test_skew,draw,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,self.label1.get_visible
./apps/matplotlib/lib/matplotlib/projections/polar.py,matplotlib.projections.polar,update_position,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,mtransforms.Affine2D
./apps/matplotlib/lib/matplotlib/backends/backend_pgf.py,matplotlib.backends.backend_pgf,_escape_and_apply_props,./apps/matplotlib/lib/matplotlib/_type1font.py,matplotlib._type1font,_tex_escape
./apps/matplotlib/lib/matplotlib/tests/test_datetime.py,matplotlib.tests.test_datetime,test_scatter,./apps/matplotlib/lib/matplotlib/pyplot.py,matplotlib.pyplot,label.set_rotation
./apps/matplotlib/galleries/examples/pie_and_polar_charts/nested_pie.py,nested_pie,func,./apps/matplotlib/lib/matplotlib/spines.py,matplotlib.spines,ax.bar
./apps/matplotlib/lib/matplotlib/sankey.py,matplotlib.sankey,_get_angle,./apps/matplotlib/lib/matplotlib/transforms.py,matplotlib.transforms,rotate
./apps/matplotlib/lib/matplotlib/colorizer.py,matplotlib.colorizer,_format_cursor_data_override,./apps/matplotlib/lib/matplotlib/transforms.py,matplotlib.transforms,np.argmin
./apps/matplotlib/lib/matplotlib/bezier.py,matplotlib.bezier,axis_aligned_extrema,++unknown-component++,++unknown-component++,np.concatenate
./apps/matplotlib/galleries/examples/showcase/mandelbrot.py,mandelbrot,mandelbrot_set,./apps/matplotlib/galleries/examples/showcase/mandelbrot.py,mandelbrot,mandelbrot_set
./apps/matplotlib/lib/matplotlib/tests/test_ticker.py,matplotlib.tests.test_ticker,test_minor_vs_major,./apps/matplotlib/galleries/examples/units/evans_test.py,evans_test,min_loc.tick_values
./apps/matplotlib/lib/matplotlib/tests/test_offsetbox.py,matplotlib.tests.test_offsetbox,test_packers,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,child.get_offset
./apps/matplotlib/lib/matplotlib/tests/test_backends_interactive.py,matplotlib.tests.test_backends_interactive,_get_available_interactive_backends,./apps/matplotlib/lib/matplotlib/pyplot.py,matplotlib.pyplot,os.environ.get
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_unautoscale,./apps/matplotlib/galleries/examples/axisartist/demo_curvelinear_grid.py,demo_curvelinear_grid,getattr
./apps/matplotlib/lib/matplotlib/tests/test_api.py,matplotlib.tests.test_api,pyplot_wrapper,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,func1
./apps/matplotlib/lib/matplotlib/tests/test_datetime.py,matplotlib.tests.test_datetime,test_scatter,./apps/matplotlib/lib/matplotlib/tests/test_triangulation.py,matplotlib.tests.test_triangulation,label.set_horizontalalignment
./apps/matplotlib/lib/matplotlib/ticker.py,matplotlib.ticker,__init__,./apps/matplotlib/lib/matplotlib/spines.py,matplotlib.spines,max
./apps/matplotlib/lib/matplotlib/tests/test_offsetbox.py,matplotlib.tests.test_offsetbox,test_packers,./apps/matplotlib/lib/matplotlib/pyplot.py,matplotlib.pyplot,hpacker.get_children
./apps/matplotlib/galleries/examples/pie_and_polar_charts/nested_pie.py,nested_pie,func,./apps/matplotlib/lib/mpl_toolkits/mplot3d/art3d.py,matplotlib.mplot3d.art3d,valsnorm.sum
./apps/matplotlib/lib/matplotlib/colorizer.py,matplotlib.colorizer,_format_cursor_data_override,++imported++,requests.packages.urllib3.filepost,np.abs
./apps/matplotlib/lib/matplotlib/projections/polar.py,matplotlib.projections.polar,update_position,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,mtransforms.Affine2D.scale.rotate
./apps/matplotlib/lib/mpl_toolkits/axisartist/tests/test_axislines.py,matplotlib.tests.test_axislines,test_subplotzero_ylabel,./apps/matplotlib/lib/matplotlib/spines.py,matplotlib.spines,ax.set
./apps/matplotlib/galleries/examples/showcase/mandelbrot.py,mandelbrot,mandelbrot_set,++unknown-component++,++unknown-component++,np.errstate
./apps/matplotlib/lib/matplotlib/tests/test_api.py,matplotlib.tests.test_api,pyplot_wrapper,./apps/matplotlib/lib/matplotlib/animation.py,matplotlib.animation,pyplot_wrapper
./apps/matplotlib/lib/matplotlib/sankey.py,matplotlib.sankey,_get_angle,./apps/matplotlib/lib/matplotlib/projections/geo.py,matplotlib.projections.geo,dict
./apps/matplotlib/lib/matplotlib/tests/test_datetime.py,matplotlib.tests.test_datetime,test_scatter,./apps/matplotlib/lib/matplotlib/spines.py,matplotlib.spines,axs.axs.scatter
./apps/matplotlib/lib/matplotlib/backends/backend_pgf.py,matplotlib.backends.backend_pgf,_metadata_to_str,++imported++,numpy,isinstance
./apps/matplotlib/lib/matplotlib/projections/polar.py,matplotlib.projections.polar,update_position,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,mtransforms.Affine2D.scale
./apps/matplotlib/galleries/examples/pie_and_polar_charts/nested_pie.py,nested_pie,func,./apps/matplotlib/lib/matplotlib/spines.py,matplotlib.spines,ax.bar
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_unautoscale,./apps/matplotlib/galleries/examples/axisartist/demo_curvelinear_grid.py,demo_curvelinear_grid,getattr
./apps/matplotlib/lib/matplotlib/bezier.py,matplotlib.bezier,split_bezier_intersecting_with_closedpath,./apps/matplotlib/lib/matplotlib/bezier.py,matplotlib.bezier,split_de_casteljau
./apps/matplotlib/lib/matplotlib/tests/test_ticker.py,matplotlib.tests.test_ticker,test_minor_vs_major,./apps/matplotlib/lib/matplotlib/widgets.py,matplotlib.widgets,np.array
./apps/matplotlib/lib/matplotlib/tests/test_api.py,matplotlib.tests.test_api,pyplot_wrapper,./apps/matplotlib/lib/matplotlib/widgets.py,matplotlib.widgets,pytest.warns
./apps/matplotlib/lib/matplotlib/tests/test_offsetbox.py,matplotlib.tests.test_offsetbox,test_packers,./apps/matplotlib/lib/matplotlib/offsetbox.py,matplotlib.offsetbox.VPacker,VPacker
./apps/matplotlib/lib/matplotlib/colorizer.py,matplotlib.colorizer,_format_cursor_data_override,./apps/matplotlib/lib/matplotlib/spines.py,matplotlib.spines,max
./apps/matplotlib/lib/matplotlib/tests/test_datetime.py,matplotlib.tests.test_datetime,test_scatter,./apps/matplotlib/lib/matplotlib/spines.py,matplotlib.spines,axs.axs.scatter
./apps/matplotlib/lib/matplotlib/projections/polar.py,matplotlib.projections.polar,update_position,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,mtransforms.Affine2D
./apps/matplotlib/galleries/examples/pie_and_polar_charts/nested_pie.py,nested_pie,func,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,valsleft.flatten
./apps/matplotlib/lib/matplotlib/tests/test_skew.py,matplotlib.tests.test_skew,draw,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,self.tick2line.set_visible
./apps/matplotlib/lib/matplotlib/tests/test_api.py,matplotlib.tests.test_api,pyplot_wrapper,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,func
./apps/matplotlib/lib/matplotlib/tests/test_backends_interactive.py,matplotlib.tests.test_backends_interactive,_get_available_interactive_backends,./apps/matplotlib/lib/matplotlib/backends/backend_webagg.py,matplotlib.backends.backend_webagg,env.env.startswith
./apps/matplotlib/lib/matplotlib/projections/polar.py,matplotlib.projections.polar,update_position,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,mtransforms.Affine2D.scale
./apps/matplotlib/lib/mpl_toolkits/axisartist/tests/test_axislines.py,matplotlib.tests.test_axislines,test_subplotzero_ylabel,./apps/matplotlib/lib/matplotlib/spines.py,matplotlib.spines,zero_axis.set_visible
./apps/matplotlib/galleries/examples/showcase/mandelbrot.py,mandelbrot,mandelbrot_set,./apps/matplotlib/lib/matplotlib/tests/test_units.py,matplotlib.tests.test_units,np.nan_to_num
./apps/matplotlib/lib/matplotlib/sankey.py,matplotlib.sankey,_get_angle,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,self.ax.text
./apps/matplotlib/lib/matplotlib/tests/test_offsetbox.py,matplotlib.tests.test_offsetbox,test_packers,./apps/matplotlib/lib/matplotlib/pyplot.py,matplotlib.pyplot,vpacker.draw
./apps/matplotlib/galleries/examples/pie_and_polar_charts/nested_pie.py,nested_pie,func,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,valsnorm.flatten
./apps/matplotlib/lib/matplotlib/tests/test_datetime.py,matplotlib.tests.test_datetime,test_scatter,./apps/matplotlib/lib/matplotlib/spines.py,matplotlib.spines,axs.axs.get_xticklabels
./apps/matplotlib/lib/matplotlib/ticker.py,matplotlib.ticker,__call__,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,self.tick_values
./apps/matplotlib/lib/matplotlib/tests/test_ticker.py,matplotlib.tests.test_ticker,test_minor_vs_major,./apps/matplotlib/lib/matplotlib/ticker.py,matplotlib.ticker.Formatter,mticker.LogitFormatter
./apps/matplotlib/lib/matplotlib/tests/test_colors.py,matplotlib.tests.test_colors,test_BoundaryNorm,./apps/matplotlib/lib/matplotlib/colors.py,matplotlib.colors,mcolors.same_color
./apps/matplotlib/lib/matplotlib/tests/test_skew.py,matplotlib.tests.test_skew,draw,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,self.tick2line.get_visible
./apps/matplotlib/lib/mpl_toolkits/axisartist/tests/test_axislines.py,matplotlib.tests.test_axislines,test_subplotzero_ylabel,./apps/matplotlib/lib/matplotlib/spines.py,matplotlib.spines,ax.axis.ax.axis.set_visible
./apps/matplotlib/galleries/examples/showcase/mandelbrot.py,mandelbrot,mandelbrot_set,++unknown-component++,++unknown-component++,np.log2
./apps/matplotlib/lib/matplotlib/bezier.py,matplotlib.bezier,axis_aligned_extrema,++unknown-component++,++unknown-component++,np.real
./apps/matplotlib/lib/matplotlib/tests/test_text.py,matplotlib.tests.test_text,test_old_subplot_compat,./apps/matplotlib/lib/matplotlib/pyplot.py,matplotlib.pyplot,parse_version
./apps/matplotlib/lib/matplotlib/tests/test_skew.py,matplotlib.tests.test_skew,draw,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,self.label2.set_visible
./apps/matplotlib/galleries/examples/pie_and_polar_charts/nested_pie.py,nested_pie,func,./apps/matplotlib/lib/matplotlib/spines.py,matplotlib.spines,ax.set
./apps/matplotlib/lib/matplotlib/colorizer.py,matplotlib.colorizer,_format_cursor_data_override,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,np.diff.max
./apps/matplotlib/lib/matplotlib/bezier.py,matplotlib.bezier,axis_aligned_extrema,++unknown-component++,++unknown-component++,np.isreal
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_unautoscale,./apps/matplotlib/lib/matplotlib/pyplot.py,matplotlib.pyplot,get_autoscale_on
./apps/matplotlib/lib/matplotlib/backends/backend_pgf.py,matplotlib.backends.backend_pgf,_metadata_to_str,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,_datetime_to_pdf
./apps/matplotlib/lib/matplotlib/tests/test_offsetbox.py,matplotlib.tests.test_offsetbox,test_packers,./apps/matplotlib/lib/matplotlib/spines.py,matplotlib.spines,vpacker.get_bbox
./apps/matplotlib/lib/mpl_toolkits/axisartist/tests/test_axislines.py,matplotlib.tests.test_axislines,test_subplotzero_ylabel,./apps/matplotlib/lib/matplotlib/spines.py,matplotlib.spines,zero_axis.set_axisline_style
./apps/matplotlib/lib/matplotlib/tests/test_ticker.py,matplotlib.tests.test_ticker,test_minor_vs_major,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,min_form.set_minor_threshold
./apps/matplotlib/lib/matplotlib/tests/test_datetime.py,matplotlib.tests.test_datetime,test_scatter,./apps/matplotlib/lib/matplotlib/tests/test_triangulation.py,matplotlib.tests.test_triangulation,label.set_horizontalalignment
./apps/matplotlib/galleries/examples/showcase/mandelbrot.py,mandelbrot,mandelbrot_set,++unknown-component++,++unknown-component++,np.log
./apps/matplotlib/lib/matplotlib/sankey.py,matplotlib.sankey,_get_angle,./apps/matplotlib/lib/matplotlib/cbook.py,matplotlib.cbook,kwargs.pop
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_unautoscale,./apps/matplotlib/galleries/examples/user_interfaces/fourier_demo_wx_sgskip.py,fourier_demo_wx_sgskip,set_lim
./apps/matplotlib/lib/matplotlib/tests/test_api.py,matplotlib.tests.test_api,func,./apps/matplotlib/lib/matplotlib/projections/geo.py,matplotlib.projections.geo,_api.make_keyword_only
./apps/matplotlib/galleries/examples/pie_and_polar_charts/nested_pie.py,nested_pie,func,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,ax.set_axis_off
./apps/matplotlib/lib/matplotlib/colorizer.py,matplotlib.colorizer,_format_cursor_data_override,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,np.diff
./apps/matplotlib/lib/matplotlib/tests/test_skew.py,matplotlib.tests.test_skew,draw,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,self.label2.get_visible
./apps/matplotlib/lib/mpl_toolkits/axisartist/tests/test_axislines.py,matplotlib.tests.test_axislines,test_subplotzero_ylabel,./apps/matplotlib/lib/matplotlib/testing/decorators.py,matplotlib.testing.decorators,image_comparison
./apps/matplotlib/lib/matplotlib/tests/test_datetime.py,matplotlib.tests.test_datetime,test_scatter,./apps/matplotlib/lib/matplotlib/spines.py,matplotlib.spines,mpl.style.context
./apps/matplotlib/lib/matplotlib/projections/polar.py,matplotlib.projections.polar,update_position,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,self.tick2line.get_marker
./apps/matplotlib/galleries/examples/showcase/mandelbrot.py,mandelbrot,mandelbrot_set,++imported++,requests.packages.urllib3.filepost,abs
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_unautoscale,./apps/matplotlib/lib/matplotlib/pyplot.py,matplotlib.pyplot,get_autoscale_on
./apps/matplotlib/lib/matplotlib/tests/test_api.py,matplotlib.tests.test_api,func,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,func
./apps/matplotlib/lib/matplotlib/ticker.py,matplotlib.ticker,tick_values,./apps/matplotlib/lib/matplotlib/spines.py,matplotlib.spines,max
./apps/matplotlib/lib/matplotlib/sankey.py,matplotlib.sankey,_get_angle,./apps/matplotlib/lib/matplotlib/cbook.py,matplotlib.cbook,kwargs.pop
./apps/matplotlib/lib/matplotlib/tests/test_image.py,matplotlib.tests.test_image,test_figimage,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,plt.figure
./apps/matplotlib/galleries/examples/pie_and_polar_charts/nested_pie.py,nested_pie,func,./apps/matplotlib/lib/matplotlib/backend_bases.py,matplotlib.backend_bases,plt.show
./apps/matplotlib/lib/matplotlib/tests/test_ticker.py,matplotlib.tests.test_ticker,test_minor_vs_major,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,min_form.format_ticks
./apps/matplotlib/lib/matplotlib/ticker.py,matplotlib.ticker,tick_values,++unknown-component++,++unknown-component++,int
./apps/matplotlib/lib/matplotlib/tests/test_axes.py,matplotlib.tests.test_axes,test_unautoscale,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,fig.canvas.draw
./apps/matplotlib/lib/matplotlib/tests/test_api.py,matplotlib.tests.test_api,func,./apps/matplotlib/lib/matplotlib/widgets.py,matplotlib.widgets,pytest.warns
./apps/matplotlib/lib/matplotlib/tests/test_offsetbox.py,matplotlib.tests.test_offsetbox,test_packers,./apps/matplotlib/galleries/examples/event_handling/ginput_manual_clabel_sgskip.py,ginput_manual_clabel_sgskip,vpacker.get_offset
./apps/matplotlib/galleries/examples/pie_and_polar_charts/polar_bar.py,polar_bar,func,./apps/matplotlib/lib/matplotlib/spines.py,matplotlib.spines,ax.bar
./apps/matplotlib/lib/matplotlib/colorizer.py,matplotlib.colorizer,_format_cursor_data_override,++imported++,requests.packages.urllib3.filepost,np.abs
./apps/matplotlib/lib/matplotlib/bezier.py,matplotlib.bezier,split_bezier_intersecting_with_closedpath,./apps/matplotlib/lib/matplotlib/tests/test_triangulation.py,matplotlib.tests.test_triangulation,BezierSegment
