Calls to operations that could not be found:
all_proc_die.f.xml:ALL_PROC_DIE --> MAX
apply_forcing.f.xml:APPLY_FORCING_T --> abs
bar2.f.xml:BAR2 --> MAX
bar2.f.xml:BAR2 --> MIN
bbl_calc_rho.f.xml:BBL_CALC_RHO --> MAX
bbl_calc_rhs.f.xml:BBL_CALC_RHS --> MAX
bbl_calc_rhs.f.xml:BBL_CALC_RHS --> max
bbl_calc_rhs.f.xml:BBL_CALC_RHS --> rhoLoc
bbl_calc_rhs.f.xml:BBL_CALC_RHS --> sLoc
bbl_calc_rhs.f.xml:BBL_CALC_RHS --> tLoc
bbl_init_varia.f.xml:BBL_INIT_VARIA --> max
cal_addtime.f.xml:CAL_ADDTIME --> cal_ConvDate
cal_addtime.f.xml:CAL_ADDTIME --> mod
cal_addtime.f.xml:CAL_ADDTIME --> ndaymonth
cal_checkdate.f.xml:CAL_CHECKDATE --> ABS
cal_checkdate.f.xml:CAL_CHECKDATE --> MOD
cal_convdate.f.xml:CAL_CONVDATE --> mod
cal_daysformonth.f.xml:cal_DaysForMonth --> cal_Intmonths
cal_daysformonth.f.xml:cal_DaysForMonth --> mod
cal_daysformonth.f.xml:cal_DaysForMonth --> modelenddate
cal_daysformonth.f.xml:cal_DaysForMonth --> modelstartdate
cal_daysformonth.f.xml:cal_DaysForMonth --> ndaymonth
cal_dayspermonth.f.xml:cal_DaysPerMonth --> cal_GetDate
cal_dayspermonth.f.xml:cal_DaysPerMonth --> mod
cal_dayspermonth.f.xml:cal_DaysPerMonth --> modelenddate
cal_dayspermonth.f.xml:cal_DaysPerMonth --> ndaymonth
cal_fulldate.f.xml:CAL_FULLDATE --> CAL_PRINTERROR
cal_fulldate.f.xml:CAL_FULLDATE --> MOD
cal_getmonthsrec.f.xml:cal_GetMonthsRec --> cal_AddTime
cal_getmonthsrec.f.xml:cal_GetMonthsRec --> cal_FullDate
cal_getmonthsrec.f.xml:cal_GetMonthsRec --> cal_GetDate
cal_getmonthsrec.f.xml:cal_GetMonthsRec --> cal_SubDates
cal_getmonthsrec.f.xml:cal_GetMonthsRec --> cal_TimeInterval
cal_getmonthsrec.f.xml:cal_GetMonthsRec --> cal_ToSeconds
cal_getmonthsrec.f.xml:cal_GetMonthsRec --> float
cal_getmonthsrec.f.xml:cal_GetMonthsRec --> mod
cal_getmonthsrec.f.xml:cal_GetMonthsRec --> ndaymonth
cal_intdays.f.xml:cal_IntDays --> cal_SubDates
cal_intdays.f.xml:cal_IntDays --> modelstartdate
cal_intmonths.f.xml:cal_IntMonths --> mod
cal_intmonths.f.xml:cal_IntMonths --> modelenddate
cal_intmonths.f.xml:cal_IntMonths --> modelstartdate
cal_intyears.f.xml:cal_IntYears --> mod
cal_intyears.f.xml:cal_IntYears --> modelenddate
cal_intyears.f.xml:cal_IntYears --> modelstartdate
cal_isleap.f.xml:CAL_ISLEAP --> mod
cal_monthsforyear.f.xml:cal_MonthsForYear --> mod
cal_monthsforyear.f.xml:cal_MonthsForYear --> modelenddate
cal_monthsforyear.f.xml:cal_MonthsForYear --> modelstartdate
cal_monthsperyear.f.xml:cal_MonthsPerYear --> cal_GetDate
cal_monthsperyear.f.xml:cal_MonthsPerYear --> mod
cal_monthsperyear.f.xml:cal_MonthsPerYear --> modelenddate
cal_numints.f.xml:cal_NumInts --> abs
cal_numints.f.xml:cal_NumInts --> cal_TimePassed
cal_numints.f.xml:cal_NumInts --> cal_ToSeconds
cal_printerror.f.xml:cal_PrintError --> mod
cal_set.f.xml:CAL_SET --> ABS
cal_set.f.xml:CAL_SET --> FLOAT
cal_set.f.xml:CAL_SET --> MOD
cal_set.f.xml:CAL_SET --> NINT
cal_set.f.xml:CAL_SET --> cal_AddTime
cal_set.f.xml:CAL_SET --> cal_FullDate
cal_set.f.xml:CAL_SET --> cal_TimeInterval
cal_stepsforday.f.xml:cal_StepsForDay --> int
cal_stepsforday.f.xml:cal_StepsForDay --> mod
cal_stepsforday.f.xml:cal_StepsForDay --> modelenddate
cal_stepsforday.f.xml:cal_StepsForDay --> modelstartdate
cal_stepsforday.f.xml:cal_StepsForDay --> ndaymonth
cal_stepsperday.f.xml:cal_StepsPerDay --> cal_GetDate
cal_stepsperday.f.xml:cal_StepsPerDay --> int
cal_stepsperday.f.xml:cal_StepsPerDay --> mod
cal_stepsperday.f.xml:cal_StepsPerDay --> modelenddate
cal_stepsperday.f.xml:cal_StepsPerDay --> nint
cal_subdates.f.xml:CAL_SUBDATES --> cal_AddTime
cal_subdates.f.xml:CAL_SUBDATES --> cal_TimePassed
cal_time2dump.f.xml:CAL_TIME2DUMP --> ABS
cal_time2dump.f.xml:CAL_TIME2DUMP --> prevdate
cal_time2dump.f.xml:CAL_TIME2DUMP --> thisdate
cal_timeinterval.f.xml:CAL_TIMEINTERVAL --> float
cal_timeinterval.f.xml:CAL_TIMEINTERVAL --> int
cal_timeinterval.f.xml:CAL_TIMEINTERVAL --> mod
cal_timepassed.f.xml:CAL_TIMEPASSED --> cal_ConvDate
cal_timepassed.f.xml:CAL_TIMEPASSED --> mod
cal_timepassed.f.xml:CAL_TIMEPASSED --> ndaymonth
cal_timestamp.f.xml:cal_TimeStamp --> cal_GetDate
cal_timestamp.f.xml:cal_TimeStamp --> print_message
cal_toseconds.f.xml:CAL_TOSECONDS --> mod
cal_weekday.f.xml:cal_WeekDay --> cal_TimePassed
cal_weekday.f.xml:cal_WeekDay --> dayofweek
cal_weekday.f.xml:cal_WeekDay --> mod
calc_3d_diffusivity.f.xml:CALC_3D_DIFFUSIVITY --> MAX
calc_3d_diffusivity.f.xml:CALC_3D_DIFFUSIVITY --> MIN
calc_3d_diffusivity.f.xml:CALC_3D_DIFFUSIVITY --> MOD
calc_3d_diffusivity.f.xml:CALC_3D_DIFFUSIVITY --> atan
calc_grid_angles.f.xml:CALC_GRID_ANGLES --> COS
calc_grid_angles.f.xml:CALC_GRID_ANGLES --> SIN
calc_grid_angles.f.xml:CALC_GRID_ANGLES --> SQRT
calc_oce_mxlayer.f.xml:CALC_OCE_MXLAYER --> MAX
calc_oce_mxlayer.f.xml:CALC_OCE_MXLAYER --> MIN
calc_oce_mxlayer.f.xml:CALC_OCE_MXLAYER --> klowC
calc_phi_hyd.f.xml:CALC_PHI_HYD --> MAX
calc_phi_hyd.f.xml:CALC_PHI_HYD --> MIN
calc_viscosity.f.xml:CALC_VISCOSITY --> MAX
calc_viscosity.f.xml:CALC_VISCOSITY --> MIN
calc_viscosity.f.xml:CALC_VISCOSITY --> MOD
calc_wsurf_tr.f.xml:CALC_WSURF_TR --> ksurfC
