callerfilename,callermodule,callerfunction,calleefilename,calleemodule,calleefunction
apps/anytree/src/anytree/walker.py,anytree.walker,walk,tokenize,tokenize,tuple
apps/anytree/tests/test_node_attach_detach.py,anytreetests.test_node_attach_detach,test_children_setter,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,TNode.TRACKING.clear
apps/anytree/src/anytree/walker.py,anytree.walker,walk,pstats,pstats,reversed
apps/anytree/tests/test_iterators.py,anytreetests.test_iterators,test_levelordergroup,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/src/anytree/node/lightnodemixin.py,anytreenode.lightnodemixin,children,apps/anytree/src/anytree/node/nodemixin.py,anytreenode.nodemixin,self._post_attach_children
apps/anytree/tests/test_node_attach_detach.py,anytreetests.test_node_attach_detach,test_children_setter,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,TNode
apps/anytree/tests/test_iterators.py,anytreetests.test_iterators,test_levelordergroup,apps/anytree/tests/helper.py,anytreetests.helper,eq_
apps/anytree/src/anytree/node/lightnodemixin.py,anytreenode.lightnodemixin,children,cmath,cmath,len
apps/anytree/tests/test_iterators.py,anytreetests.test_iterators,test_levelordergroup,poplib,poplib,list
apps/anytree/tests/test_node_attach_detach.py,anytreetests.test_node_attach_detach,test_children_setter,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,TNode
apps/anytree/src/anytree/node/lightnodemixin.py,anytreenode.lightnodemixin,children,cmath,cmath,len
apps/anytree/tests/test_iterators.py,anytreetests.test_iterators,test_levelordergroup,apps/anytree/src/anytree/iterators/levelordergroupiter.py,anytreeiterators.levelordergroupiter.LevelOrderGroupIter,LevelOrderGroupIter
apps/anytree/tests/test_iterators.py,anytreetests.test_iterators,test_levelordergroup,apps/anytree/tests/helper.py,anytreetests.helper,eq_
apps/anytree/tests/test_jsonexporter.py,anytreetests.test_jsonexporter,test_json_exporter,apps/anytree/src/anytree/node/anynode.py,anytreenode.anynode.AnyNode,AnyNode
apps/anytree/tests/test_node_attach_detach.py,anytreetests.test_node_attach_detach,test_children_setter,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,TNode
apps/anytree/src/anytree/node/lightnodemixin.py,anytreenode.lightnodemixin,children,apps/anytree/src/anytree/node/nodemixin.py,anytreenode.nodemixin,self._pre_detach_children
apps/anytree/tests/test_jsonexporter.py,anytreetests.test_jsonexporter,test_json_exporter,apps/anytree/src/anytree/node/anynode.py,anytreenode.anynode.AnyNode,AnyNode
apps/anytree/tests/test_iterators.py,anytreetests.test_iterators,test_levelordergroup,poplib,poplib,list
apps/anytree/src/anytree/config.py,anytree.config,__init__,tokenize,tokenize,int
apps/anytree/tests/test_node_attach_detach.py,anytreetests.test_node_attach_detach,test_children_setter,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,TNode
apps/anytree/tests/test_iterators.py,anytreetests.test_iterators,test_levelordergroup,apps/anytree/src/anytree/iterators/levelordergroupiter.py,anytreeiterators.levelordergroupiter.LevelOrderGroupIter,LevelOrderGroupIter
apps/anytree/tests/test_iterators.py,anytreetests.test_iterators,test_levelordergroup,apps/anytree/tests/helper.py,anytreetests.helper,eq_
apps/anytree/src/anytree/node/lightnodemixin.py,anytreenode.lightnodemixin,children,cmath,cmath,len
apps/anytree/tests/test_jsonexporter.py,anytreetests.test_jsonexporter,test_json_exporter,apps/anytree/src/anytree/node/anynode.py,anytreenode.anynode.AnyNode,AnyNode
apps/anytree/src/anytree/node/lightnodemixin.py,anytreenode.lightnodemixin,children,apps/anytree/src/anytree/node/nodemixin.py,anytreenode.nodemixin,self._post_detach_children
apps/anytree/tests/test_jsonexporter.py,anytreetests.test_jsonexporter,test_json_exporter,apps/anytree/src/anytree/node/anynode.py,anytreenode.anynode.AnyNode,AnyNode
apps/anytree/tests/test_iterators.py,anytreetests.test_iterators,test_levelordergroup,poplib,poplib,list
apps/anytree/tests/test_node_attach_detach.py,anytreetests.test_node_attach_detach,test_detach_children,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,TNode
apps/anytree/tests/test_node_attach_detach.py,anytreetests.test_node_attach_detach,test_detach_children,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,TNode.TRACKING.clear
apps/anytree/tests/test_iterators.py,anytreetests.test_iterators,test_levelordergroup,apps/anytree/src/anytree/iterators/levelordergroupiter.py,anytreeiterators.levelordergroupiter.LevelOrderGroupIter,LevelOrderGroupIter
apps/anytree/tests/test_iterators.py,anytreetests.test_iterators,test_levelordergroup,apps/anytree/tests/helper.py,anytreetests.helper,eq_
apps/anytree/tests/test_jsonexporter.py,anytreetests.test_jsonexporter,test_json_exporter,apps/anytree/src/anytree/exporter/jsonexporter.py,anytree.exporter.jsonexporter.JsonExporter,JsonExporter
apps/anytree/tests/test_node_attach_detach.py,anytreetests.test_node_attach_detach,test_detach_children,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,TNode.TRACKING.clear
apps/anytree/tests/test_iterators.py,anytreetests.test_iterators,test_levelordergroup,poplib,poplib,list
apps/anytree/tests/test_node_attach_detach.py,anytreetests.test_node_attach_detach,test_detach_children,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,TNode.TRACKING.clear
apps/anytree/tests/test_search.py,anytreetests.test_search,test_enum,apps/anytree/tests/helper.py,anytreetests.helper,eq_
apps/anytree/tests/test_dotexport.py,anytreetests.test_dotexport,test_tree_png,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_search.py,anytreetests.test_search,test_find_by_attr,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_util.py,anytreetests.test_util,test_commonancestors,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/src/anytree/search.py,anytree.search,_find,apps/anytree/src/anytree/search.py,anytree.search,_findall
apps/anytree/tests/test_lightnode.py,anytreetests.test_lightnode,test_recursion_detection,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,LightNode
apps/anytree/tests/test_render.py,anytreetests.test_render,test_render,apps/anytree/src/anytree/render.py,anytree.render.RenderTree,anytree.RenderTree
apps/anytree/tests/test_cachedsearch.py,anytreetests.test_cachedsearch,test_find,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_mermaidexporter.py,anytreetests.test_mermaidexporter,test_tree_filter,apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter.MermaidExporter,MermaidExporter
apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,_default_nodenamefunc,tokenize,tokenize,next
apps/anytree/tests/test_dotexport.py,anytreetests.test_dotexport,test_tree_png,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_search.py,anytreetests.test_search,test_find_by_attr,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_pickle.py,anytreetests.test_pickle,test_pickle,inspect,inspect,pickle.load
apps/anytree/tests/test_node.py,anytreetests.test_node,test_recursion_detection,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/src/anytree/exporter/dotexporter.py,anytree.exporter.dotexporter,_default_nodenamefunc,cmath,cmath,hex
apps/anytree/tests/test_search.py,anytreetests.test_search,test_enum,apps/anytree/src/anytree/search.py,anytree.search,findall_by_attr
apps/anytree/tests/test_lightnode.py,anytreetests.test_lightnode,test_root,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,LightNode
apps/anytree/tests/test_mermaidexporter.py,anytreetests.test_mermaidexporter,edgefunc,apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter,MermaidExporter.to_file
apps/anytree/tests/test_pickle.py,anytreetests.test_pickle,test_pickle,locale,locale,str.splitlines
apps/anytree/tests/test_util.py,anytreetests.test_util,test_commonancestors,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_lightnode.py,anytreetests.test_lightnode,test_recursion_detection,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,LightNode
apps/anytree/tests/test_dotexport.py,anytreetests.test_dotexport,test_tree_png,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_search.py,anytreetests.test_search,test_find_by_attr,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_node.py,anytreetests.test_node,test_recursion_detection,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_cachedsearch.py,anytreetests.test_cachedsearch,test_find,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_lightnode.py,anytreetests.test_lightnode,test_recursion_detection,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,LightNode
apps/anytree/tests/test_lightnode.py,anytreetests.test_lightnode,test_root,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,LightNode
apps/anytree/tests/test_pickle.py,anytreetests.test_pickle,test_pickle,locale,locale,str
apps/anytree/tests/test_mermaidexporter.py,anytreetests.test_mermaidexporter,test_tree,++imported++,test2ref,assert_refdata
apps/anytree/src/anytree/node/util.py,anytreenode.util,_repr,configparser,configparser,node.__dict__.items
apps/anytree/tests/test_dotexport.py,anytreetests.test_dotexport,test_tree_png,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_mermaidexporter.py,anytreetests.test_mermaidexporter,test_tree,apps/anytree/src/anytree/exporter/mermaidexporter.py,anytree.exporter.mermaidexporter.MermaidExporter,MermaidExporter
apps/anytree/tests/test_node.py,anytreetests.test_node,test_recursion_detection,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
apps/anytree/tests/test_util.py,anytreetests.test_util,test_commonancestors,apps/anytree/src/anytree/node/node.py,anytreenode.node.Node,Node
