Calls to operations that could not be found:
UVic_ESCM.f.xml:<root> --> abs
UVic_ESCM.f.xml:<root> --> mtlm
UVic_ESCM.f.xml:<root> --> nint
UVic_ESCM.f.xml:chkcpl --> abs
UVic_ESCM.f.xml:chkcpl --> mod
UVic_ESCM.f.xml:chkcpl --> nint
UVic_ESCM.f.xml:getst --> latdisk
UVic_ESCM.f.xml:getst --> t
UVic_ESCM.f.xml:getst --> u
UVic_ESCM.f.xml:read_namelist --> Ahh
UVic_ESCM.f.xml:read_namelist --> Ahv
UVic_ESCM.f.xml:read_namelist --> atan
UVic_ESCM.f.xml:read_namelist --> dampdz
UVic_ESCM.f.xml:read_namelist --> dampts
UVic_ESCM.f.xml:read_namelist --> dtxcel
UVic_ESCM.f.xml:read_namelist --> exp
UVic_ESCM.f.xml:read_namelist --> float
UVic_ESCM.f.xml:read_namelist --> int
UVic_ESCM.f.xml:read_namelist --> max
UVic_ESCM.f.xml:read_namelist --> min
UVic_ESCM.f.xml:read_namelist --> predpt
UVic_ESCM.f.xml:read_namelist --> prelon
UVic_ESCM.f.xml:read_namelist --> prlat
UVic_ESCM.f.xml:read_namelist --> prsdpt
UVic_ESCM.f.xml:read_namelist --> prslon
UVic_ESCM.f.xml:read_namelist --> trim
UVic_ESCM.f.xml:read_namelist --> zt
UVic_ESCM.f.xml:read_namelist --> zw
UVic_ESCM.f.xml:sbc_init --> mapsbc
UVic_ESCM.f.xml:tracer_init --> itrc
UVic_ESCM.f.xml:tracer_init --> mapat
UVic_ESCM.f.xml:tracer_init --> mapst
UVic_ESCM.f.xml:tracer_init --> mapt
adv_vel.f.xml:adv_vel --> adv_vbt
adv_vel.f.xml:adv_vel --> adv_vbu
adv_vel.f.xml:adv_vel --> adv_vet
adv_vel.f.xml:adv_vel --> adv_veu
adv_vel.f.xml:adv_vel --> adv_vnt
adv_vel.f.xml:adv_vel --> adv_vnu
adv_vel.f.xml:adv_vel --> cst
adv_vel.f.xml:adv_vel --> cstr
adv_vel.f.xml:adv_vel --> csu
adv_vel.f.xml:adv_vel --> csur
adv_vel.f.xml:adv_vel --> due
adv_vel.f.xml:adv_vel --> dun
adv_vel.f.xml:adv_vel --> dus
adv_vel.f.xml:adv_vel --> duw
adv_vel.f.xml:adv_vel --> dxt2r
adv_vel.f.xml:adv_vel --> dxtr
adv_vel.f.xml:adv_vel --> dxu
adv_vel.f.xml:adv_vel --> dxur
adv_vel.f.xml:adv_vel --> dyt2r
adv_vel.f.xml:adv_vel --> dytr
adv_vel.f.xml:adv_vel --> dyu
adv_vel.f.xml:adv_vel --> dyur
adv_vel.f.xml:adv_vel --> dzt
adv_vel.f.xml:adv_vel --> max
adv_vel.f.xml:adv_vel --> min
adv_vel.f.xml:adv_vel --> u
blmixi.f.xml:blmixi --> Ahv
blmixi.f.xml:blmixi --> atan
blmixi.f.xml:blmixi --> zw
c14data.f.xml:c14data --> max
c14data.f.xml:c14data --> min
c14data.f.xml:c14data --> trim
calc_psgrad.f.xml:calc_psgrad --> cori
calc_psgrad.f.xml:calc_psgrad --> csur
calc_psgrad.f.xml:calc_psgrad --> dxu2r
calc_psgrad.f.xml:calc_psgrad --> dyu2r
calc_psgrad.f.xml:calc_psgrad --> hr
calc_psgrad.f.xml:calc_psgrad --> kmu
calc_psgrad.f.xml:calc_psgrad --> max
calc_psgrad.f.xml:calc_psgrad --> min
calc_psgrad.f.xml:calc_psgrad --> mod
calc_psgrad.f.xml:calc_psgrad --> psi
calc_psgrad.f.xml:calc_psgrad --> ptd
calc_psgrad.f.xml:calc_psgrad --> zu
canopy.f.xml:CANOPY --> OMEGA
canopy.f.xml:LEAF --> ALPHA
canopy.f.xml:LEAF --> C3
canopy.f.xml:LEAF --> DQCRIT
canopy.f.xml:LEAF --> F0
canopy.f.xml:LEAF --> GLMIN
canopy.f.xml:LEAF --> NL0
canopy.f.xml:LEAF --> SQRT
canopy.f.xml:LEAF --> TLOW
canopy.f.xml:LEAF --> TUPP
checks.f.xml:checks --> abs
checks.f.xml:checks --> cori
checks.f.xml:checks --> cst
checks.f.xml:checks --> dampdz
checks.f.xml:checks --> dampts
checks.f.xml:checks --> dtxcel
checks.f.xml:checks --> dxt
checks.f.xml:checks --> dyt
checks.f.xml:checks --> dzt
checks.f.xml:checks --> fisop
checks.f.xml:checks --> kmt
checks.f.xml:checks --> kmu
checks.f.xml:checks --> max
checks.f.xml:checks --> min
checks.f.xml:checks --> mod
checks.f.xml:checks --> nint
checks.f.xml:checks --> yt
checks.f.xml:checks --> zw
clinic.f.xml:asbcu --> kmt
clinic.f.xml:asbcu --> sbc
clinic.f.xml:asbcu --> u
clinic.f.xml:clinic --> ADV_Ux
clinic.f.xml:clinic --> ADV_Uy
clinic.f.xml:clinic --> ADV_Uz
clinic.f.xml:clinic --> ADV_metric
clinic.f.xml:clinic --> CORIOLIS
clinic.f.xml:clinic --> DIFF_Ux
clinic.f.xml:clinic --> DIFF_Uy
clinic.f.xml:clinic --> DIFF_Uz
clinic.f.xml:clinic --> DIFF_metric
clinic.f.xml:clinic --> adv_fb
clinic.f.xml:clinic --> adv_fe
clinic.f.xml:clinic --> adv_vbu
clinic.f.xml:clinic --> adv_veu
clinic.f.xml:clinic --> adv_vnu
clinic.f.xml:clinic --> advmet
clinic.f.xml:clinic --> am3
clinic.f.xml:clinic --> am4
clinic.f.xml:clinic --> am_csudxtr
clinic.f.xml:clinic --> amc_north
clinic.f.xml:clinic --> amc_south
clinic.f.xml:clinic --> bmf
clinic.f.xml:clinic --> cori
clinic.f.xml:clinic --> csudxu2r
clinic.f.xml:clinic --> csudxur
clinic.f.xml:clinic --> csudyu2r
clinic.f.xml:clinic --> csur
clinic.f.xml:clinic --> diff_fb
clinic.f.xml:clinic --> diff_fe
clinic.f.xml:clinic --> dxmetr
clinic.f.xml:clinic --> dxtr
clinic.f.xml:clinic --> dxu2r
clinic.f.xml:clinic --> dxur
clinic.f.xml:clinic --> dyu2r
clinic.f.xml:clinic --> dyu4r
clinic.f.xml:clinic --> dzt
clinic.f.xml:clinic --> dzt2r
clinic.f.xml:clinic --> dztr
clinic.f.xml:clinic --> dzw
clinic.f.xml:clinic --> dzwr
clinic.f.xml:clinic --> grad_p
clinic.f.xml:clinic --> hr
clinic.f.xml:clinic --> kmu
clinic.f.xml:clinic --> rho
clinic.f.xml:clinic --> smf
clinic.f.xml:clinic --> source
clinic.f.xml:clinic --> u
clinic.f.xml:clinic --> umask
clinic.f.xml:clinic --> visc_cbu
clinic.f.xml:clinic --> zu
clinic.f.xml:diagc1 --> csu
clinic.f.xml:diagc1 --> dxu
clinic.f.xml:diagc1 --> dyu
clinic.f.xml:diagc1 --> dzt
clinic.f.xml:diagc1 --> ektot
clinic.f.xml:diagc1 --> u
clinic.f.xml:isbcu --> kmt
clinic.f.xml:isbcu --> sbc
clinic.f.xml:isbcu --> u
co2calc.f.xml:co2calc_SWS --> exp
co2calc.f.xml:co2calc_SWS --> log
co2calc.f.xml:co2calc_SWS --> log10
co2calc.f.xml:co2calc_SWS --> sqrt
co2calc.f.xml:drtsafe --> abs
co2data.f.xml:co2ccndata --> max
co2data.f.xml:co2ccndata --> min
co2data.f.xml:co2ccndata --> trim
congrad.f.xml:absmax --> abs
congrad.f.xml:absmax --> max
congrad.f.xml:absmin --> abs
congrad.f.xml:absvecmax --> abs
congrad.f.xml:congr --> abs
congrad.f.xml:congr --> exp
congrad.f.xml:congr --> log
congrad.f.xml:congr --> min
convect.f.xml:convct --> dztxcl
convect.f.xml:convct --> dzwxcl
convect.f.xml:convct --> max
convect.f.xml:convct --> statec
convect.f.xml:convct2 --> c
convect.f.xml:convct2 --> dztxcl
convect.f.xml:convct2 --> float
convect.f.xml:convct2 --> pe
convect.f.xml:convct2 --> so
convect.f.xml:convct2 --> to
convect.f.xml:convct2 --> totalk
convect.f.xml:convct2 --> vdepth
convect.f.xml:convct2 --> zt
convect.f.xml:convct2 --> zw
data.f.xml:data --> aprec
data.f.xml:data --> daysbc
data.f.xml:data --> inextd
data.f.xml:data --> inextm
data.f.xml:data --> iprevd
data.f.xml:data --> iprevm
data.f.xml:data --> isbcstart
data.f.xml:data --> ntdrec
data.f.xml:data --> period
data.f.xml:data --> rdtdbc
data.f.xml:data --> tdrec
data.f.xml:data --> wprev
data.f.xml:get_tdsbc --> inextd
data.f.xml:get_tdsbc --> inextm
data.f.xml:get_tdsbc --> iprevm
data.f.xml:get_tdsbc --> obc
data.f.xml:get_tdsbc --> sbc
data.f.xml:get_tdsbc --> trim
data.f.xml:get_tdsbc --> wprev
def_files.f.xml:inqdefined --> trim
denscoef.f.xml:lsqsl2 --> abs
denscoef.f.xml:lsqsl2 --> dble
denscoef.f.xml:lsqsl2 --> float
